image_path,source,breed_raw,annotation_path,is_corrupt,width,height,mode,aspect_ratio,file_hash,phash,breed_harmonized,resized_path,mean_brightness,mean_r,mean_g,mean_b,filesize_bytes,brightness_outlier,breed_group
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4435.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4435,False,400,500,RGB,0.8,db63456faba9c59f64c89cd2b21041a8,9ba1d51abc2cc6cc,Australian Terrier,./data/_resized_224\7688.jpg,108.53068,112.14124,106.73464,106.71614,41906,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4440.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4440,False,500,375,RGB,1.3333333333333333,48a88e3615b410a01ec141da6337f763,e6588da6cd68b915,Australian Terrier,./data/_resized_224\7689.jpg,117.9692,121.62771,123.6534,108.62649,58217,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4443.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4443,False,500,446,RGB,1.1210762331838564,faa7f3a4e20c81f89cbae1d3b919eb4a,a1c1a35fb56b860d,Australian Terrier,./data/_resized_224\7690.jpg,103.01522,104.594925,100.02695,104.42378,30030,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4492.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4492,False,500,332,RGB,1.5060240963855422,4f55cbecd710fd38fb9484ad7835ef75,8219cccb1b5e7e70,Australian Terrier,./data/_resized_224\7691.jpg,94.141075,116.76446,99.34215,66.316635,22203,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4525.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4525,False,500,405,RGB,1.2345679012345678,10e258b2ac96fd17f7407b576a991457,d2c1447cbbc7053b,Australian Terrier,./data/_resized_224\7692.jpg,83.634254,111.141594,82.80641,56.95475,35160,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4535.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4535,False,500,375,RGB,1.3333333333333333,309010a5968c0522efff92f938775f03,c45db3b61a096d6c,Australian Terrier,./data/_resized_224\7693.jpg,137.33473,147.8961,135.4858,128.62225,36496,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4583.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4583,False,400,500,RGB,0.8,427684e904d247ff7bcef6648a0f36df,bdcfe01338b0d299,Australian Terrier,./data/_resized_224\7694.jpg,138.42659,167.55853,135.62042,112.10082,44111,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_459.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_459,False,200,149,RGB,1.342281879194631,445e61f2506c00229d33162cd6e71efd,8f9733689c6c8c63,Australian Terrier,./data/_resized_224\7695.jpg,78.227135,94.20748,78.80292,61.671005,6731,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_472.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_472,False,464,395,RGB,1.1746835443037975,57dc4c71bc5478a2a7168dd5e1acc6b3,8e0c696e6663db19,Australian Terrier,./data/_resized_224\7696.jpg,106.42509,117.36277,109.2203,92.6922,36777,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_484.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_484,False,375,500,RGB,0.75,a0cda8a57a62e03a5f2175cba3da176b,b9c1964c49175b79,Australian Terrier,./data/_resized_224\7697.jpg,126.78944,135.47183,125.73973,119.15675,37405,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_4925.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_4925,False,500,400,RGB,1.25,e10665c9ed11c158b77b4cb09181e3c6,da4d4453eb9c948b,Australian Terrier,./data/_resized_224\7698.jpg,105.98864,113.35134,109.15583,95.45874,42041,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_493.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_493,False,500,400,RGB,1.25,1d94deb9561f69f5468fa53bf7b05ec8,bece43713936c1e0,Australian Terrier,./data/_resized_224\7699.jpg,118.43269,108.44296,134.93896,111.9162,73385,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5098.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5098,False,368,500,RGB,0.736,7299603ea853933f32df55aa4eda6869,c46cec35360aa36f,Australian Terrier,./data/_resized_224\7700.jpg,85.252884,94.54661,81.71793,79.494095,39178,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5176.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5176,False,500,375,RGB,1.3333333333333333,a37fe4f1b32936b941d59dfa3da30407,98a5a54a7a53c7ac,Australian Terrier,./data/_resized_224\7701.jpg,126.273705,145.09674,126.07012,107.65425,48885,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_537.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_537,False,360,461,RGB,0.7809110629067245,b0f30f958090b84a69eed9a11c4d1456,d25a44a73720df53,Australian Terrier,./data/_resized_224\7702.jpg,156.13649,179.68365,159.57628,129.1495,27883,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5398.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5398,False,500,400,RGB,1.25,15bc0fd1bc0fe27d5dc791166b94d29b,b6e6c9d88d347093,Australian Terrier,./data/_resized_224\7703.jpg,130.79362,148.7737,129.95462,113.65256,24622,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5449.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5449,False,451,500,RGB,0.902,e5fb57e69350fd9bfe12368fc02b4401,f29a8df712a91992,Australian Terrier,./data/_resized_224\7704.jpg,103.60877,117.99247,103.88543,88.94843,81341,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5466.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5466,False,400,500,RGB,0.8,46ee21162029e13b02604711df60ae86,c02b3d73e4da131b,Australian Terrier,./data/_resized_224\7705.jpg,108.62862,116.8583,107.89674,101.13078,38095,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5504.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5504,False,500,400,RGB,1.25,2956fd333841d1a2fec5f6bf45106703,feb0a587e08956d2,Australian Terrier,./data/_resized_224\7706.jpg,136.00235,171.24362,137.88197,98.88145,49874,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5522.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5522,False,500,333,RGB,1.5015015015015014,3f1c0dcf30870a0ed817c60faafeaa19,a4815bd7d2d606dc,Australian Terrier,./data/_resized_224\7707.jpg,120.5863,123.45454,121.3104,116.99397,24299,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5531.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5531,False,500,375,RGB,1.3333333333333333,86754959732dcbfd69a120c408f6e64f,becdd2210dd82f4c,Australian Terrier,./data/_resized_224\7708.jpg,128.28981,158.89888,129.37332,96.59723,40720,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5552.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5552,False,500,357,RGB,1.4005602240896358,c1afece3c0865124f52a407c1ed9a18c,c3c62e7834d65939,Australian Terrier,./data/_resized_224\7709.jpg,93.02984,135.436,88.02329,55.630207,35576,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5587.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5587,False,500,375,RGB,1.3333333333333333,6ed46e95cc481183930a7fad33d23eb1,8ae5ca9234db61ce,Australian Terrier,./data/_resized_224\7710.jpg,110.59268,124.0855,109.29408,98.39846,42754,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5602.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5602,False,500,333,RGB,1.5015015015015014,bc988e8299935e4aea0226dbfd792c82,917ac4e3586671d9,Australian Terrier,./data/_resized_224\7711.jpg,108.49962,127.289764,104.47727,93.73181,26511,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5666.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5666,False,500,375,RGB,1.3333333333333333,4fa2e3ae73caa976570f15d483f99d68,c013ecbfc0f60379,Australian Terrier,./data/_resized_224\7712.jpg,103.78092,142.5565,97.16441,71.621826,34857,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5670.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5670,False,500,375,RGB,1.3333333333333333,5e44db6ca2b1052273eaadca84adc8a9,b26aa89a946b8775,Australian Terrier,./data/_resized_224\7713.jpg,95.30542,102.2984,92.599,91.01887,54179,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_568.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_568,False,500,397,RGB,1.2594458438287153,075554f87799ccccb45d7cff67ccd593,bd818d1d5232a72f,Australian Terrier,./data/_resized_224\7714.jpg,133.94458,156.5476,134.17319,111.11297,33872,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5734.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5734,False,500,375,RGB,1.3333333333333333,3040d12e0441040f4601678f94dbd99c,fd3f1223632236b4,Australian Terrier,./data/_resized_224\7715.jpg,131.28387,143.83421,130.87181,119.14559,45073,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_574.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_574,False,368,326,RGB,1.1288343558282208,caf57ace180eee5a5690e6931a0a6cf7,e396977898630e1e,Australian Terrier,./data/_resized_224\7716.jpg,95.164825,119.333206,98.47562,67.68564,24448,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5774.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5774,False,361,500,RGB,0.722,765e20dfa0355009a0617ede134c0df3,cc4e14725b2169df,Australian Terrier,./data/_resized_224\7717.jpg,120.538666,150.59935,116.071526,94.945145,52759,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5817.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5817,False,500,375,RGB,1.3333333333333333,1009dcb02b12072a5a55071b6e5a39d2,eb46fe1b17181d21,Australian Terrier,./data/_resized_224\7718.jpg,101.892654,123.80335,100.58914,81.285446,50775,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5844.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5844,False,443,500,RGB,0.886,8c6c7f294fa982362d60a7cc1cd85c5b,eb708f044f1cb8ad,Australian Terrier,./data/_resized_224\7719.jpg,129.39119,162.98138,127.56804,97.62418,41847,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5861.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5861,False,500,375,RGB,1.3333333333333333,6075f99422490aa8f7acd46311e0c778,97c30bb1703af15c,Australian Terrier,./data/_resized_224\7720.jpg,118.24831,127.63512,115.27606,111.83375,29102,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_590.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_590,False,500,375,RGB,1.3333333333333333,9ce668304286f59e2218b32ad1a53887,d34ec0330ac5f8e7,Australian Terrier,./data/_resized_224\7721.jpg,133.71306,161.84914,133.74315,105.54686,34338,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_5921.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_5921,False,357,500,RGB,0.714,93f83b541323cd49eea330bea70be7d5,95e1e34a3c0e563e,Australian Terrier,./data/_resized_224\7722.jpg,109.32615,124.34302,116.0462,87.58922,46494,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6027.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6027,False,500,375,RGB,1.3333333333333333,48cd7d20c6017158323a239a1cfd35d0,835393399c9d98e6,Australian Terrier,./data/_resized_224\7723.jpg,103.231514,108.51758,104.12708,97.0499,41431,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6131.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6131,False,500,375,RGB,1.3333333333333333,54cff143bb3024b0a39d8f9d4e709f5e,e367db2510147ec9,Australian Terrier,./data/_resized_224\7724.jpg,110.34711,123.45585,108.616295,98.96916,35384,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6144.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6144,False,500,400,RGB,1.25,d5b6b2d5fee376c7422eccb69fc4ae03,bcdcc2232767d883,Australian Terrier,./data/_resized_224\7725.jpg,154.87688,175.56746,154.04755,135.01564,34230,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6207.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6207,False,334,500,RGB,0.668,bd84146a010ab2ff0dc6cfc16ecd68f3,b58bd2648e1d5971,Australian Terrier,./data/_resized_224\7726.jpg,167.5626,166.33252,166.63202,169.72325,19583,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6213.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6213,False,500,354,RGB,1.4124293785310735,16b491a1c256031a3719b443d51f7fd0,e988b0e0e6e63f16,Australian Terrier,./data/_resized_224\7727.jpg,82.15704,123.28694,74.20451,48.97967,30237,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6258.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6258,False,500,375,RGB,1.3333333333333333,7f91fd2bd6d2ab21e4c48647c1077eb2,d722491e78e6e0f8,Australian Terrier,./data/_resized_224\7728.jpg,113.3865,124.564865,111.594666,103.999954,39138,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6290.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6290,False,500,375,RGB,1.3333333333333333,62694aff0cea2ccc8090028e18f781a2,d91b2d6555a43933,Australian Terrier,./data/_resized_224\7729.jpg,88.9775,90.82321,90.26445,85.84483,22190,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6299.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6299,False,500,368,RGB,1.358695652173913,42887b3828af117d5fc3992af9c96c90,c39c1c6a62374fd8,Australian Terrier,./data/_resized_224\7730.jpg,86.47865,87.09202,115.88124,56.4627,40040,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6450.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6450,False,500,388,RGB,1.288659793814433,0ac3d2bd4154c07f97c5946677448cf7,b29857316c76338d,Australian Terrier,./data/_resized_224\7731.jpg,110.82594,138.41742,109.051506,85.008934,34050,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6455.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6455,False,500,332,RGB,1.5060240963855422,56375e379f09117a6291d0a7326bfe0e,b5c147b9ca1bd924,Australian Terrier,./data/_resized_224\7732.jpg,132.11551,135.19089,131.79549,129.3601,47786,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6457.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6457,False,500,375,RGB,1.3333333333333333,62e67964626c843ceae9f49c9e2792fa,c446817f3e259b99,Australian Terrier,./data/_resized_224\7733.jpg,123.404655,147.34482,118.82832,104.040855,54546,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6592.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6592,False,500,400,RGB,1.25,770ae34c009ca1ab3b8c56dddf45d841,890916b34fef7a18,Australian Terrier,./data/_resized_224\7734.jpg,132.30733,141.1595,132.09888,123.66364,50311,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6689.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6689,False,300,240,RGB,1.25,2cf816e581d2654bb3a6d33fb7b1fcac,be9f9460e17381d2,Australian Terrier,./data/_resized_224\7735.jpg,143.53415,166.01364,141.34221,123.24661,12985,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_67.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_67,False,200,212,RGB,0.9433962264150944,9957a558f68cee0b78488361a48faed2,bbc6943d61687a31,Australian Terrier,./data/_resized_224\7736.jpg,121.857216,129.07431,121.287125,115.21021,10201,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_671.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_671,False,200,153,RGB,1.3071895424836601,37fef63d965e740190d4fb4fa79f8b95,afcbc2b4384c9617,Australian Terrier,./data/_resized_224\7737.jpg,111.62823,112.50641,128.77977,93.598495,8575,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6785.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6785,False,500,375,RGB,1.3333333333333333,601fe79d4dcacb222252767681c9ba33,eb049f32d70c6a0f,Australian Terrier,./data/_resized_224\7738.jpg,113.00628,124.50803,108.83474,105.676056,39662,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6905.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6905,False,375,500,RGB,0.75,0421ba0af529f902ea8d6e2d37d206df,a7e6c6e2c8d0d8d8,Australian Terrier,./data/_resized_224\7739.jpg,78.671776,88.64066,74.40452,72.97015,35409,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6931.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6931,False,375,500,RGB,0.75,8780f7e0be06570c8aa05d99f8e23371,bad8cd22ca6c7658,Australian Terrier,./data/_resized_224\7740.jpg,132.11702,166.71288,130.78976,98.848404,30337,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6988.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6988,False,334,500,RGB,0.668,a918c616107069af906fe3522eb4a395,c3b0dd0f270c3cea,Australian Terrier,./data/_resized_224\7741.jpg,106.34211,108.074585,105.33012,105.62163,38262,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_6995.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_6995,False,500,375,RGB,1.3333333333333333,09df6d09b586d17f74f5f98ff4c7d1ce,89e9fa1f30fc1223,Australian Terrier,./data/_resized_224\7742.jpg,119.61321,120.554985,119.051865,119.232834,43546,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7000.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7000,False,500,375,RGB,1.3333333333333333,e35281e76850b86b2e394a1b48ce59f2,e55f123627386936,Australian Terrier,./data/_resized_224\7743.jpg,169.69894,195.15765,175.61943,138.31972,21149,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7028.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7028,False,388,500,RGB,0.776,b254cb2b24bc648112f035131b1bad1c,d4ca0e4e94b3e4d5,Australian Terrier,./data/_resized_224\7744.jpg,96.15138,125.462906,99.023155,63.968082,35594,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7051.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7051,False,500,375,RGB,1.3333333333333333,8e8c0e591d07d009a3cca24c4a280d4d,ae14c39e2c4376cd,Australian Terrier,./data/_resized_224\7745.jpg,88.78222,96.67145,88.185005,81.49022,31955,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7097.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7097,False,500,400,RGB,1.25,d7d012a2588dc2c7968728f79f16415b,ffcfa120dc701472,Australian Terrier,./data/_resized_224\7746.jpg,137.11008,163.93349,139.73944,107.6573,43247,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7161.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7161,False,500,375,RGB,1.3333333333333333,f3bed4b72d2f53c0083dca9c8ba27b5f,ff1f817792426c84,Australian Terrier,./data/_resized_224\7747.jpg,100.74876,102.05316,101.725235,98.46787,28250,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7175.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7175,False,500,375,RGB,1.3333333333333333,73f78add159217aea89c877e77c0a74e,d3c315123bf88dc6,Australian Terrier,./data/_resized_224\7748.jpg,87.774475,96.39469,90.58434,76.34442,49106,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_720.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_720,False,600,422,RGB,1.4218009478672986,b2e2fdc96b39644c1cbfda7c0907d777,b61ecde1383c70f0,Australian Terrier,./data/_resized_224\7749.jpg,181.96773,181.06543,178.195,186.64278,38087,False,other
C:\Users\alyss\data\archive (1)\images\Images\n02096294-Australian_terrier\n02096294_7295.jpg,stanford_dogs,n02096294-Australian_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096294-Australian_terrier\n02096294_7295,False,500,338,RGB,1.4792899408284024,2f299610e3a22a259534d16e38d8cfa6,ec699195d9971646,Australian Terrier,./data/_resized_224\7750.jpg,119.20054,129.92787,119.237595,108.43614,34057,False,other
