image_path,source,breed_raw,annotation_path,is_corrupt,width,height,mode,aspect_ratio,file_hash,phash,breed_harmonized,resized_path,mean_brightness,mean_r,mean_g,mean_b,filesize_bytes,brightness_outlier,breed_group,label
C:\Users\alyss\data\archive (1)\images\Images\n02105412-kelpie\n02105412_7866.jpg,stanford_dogs,n02105412-kelpie,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02105412-kelpie\n02105412_7866,False,500,375,RGB,1.3333333333333333,9596138cda74364bc45b226dbaaad899,bf2b9037d429be40,Kelpie,./data/_resized_224\13194.jpg,106.11366,112.70403,105.0363,100.60065,42084,False,other,62
C:\Users\alyss\data\archive (1)\images\Images\n02088094-Afghan_hound\n02088094_1259.jpg,stanford_dogs,n02088094-Afghan_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02088094-Afghan_hound\n02088094_1259,False,500,375,RGB,1.3333333333333333,c8858a4f9ecdfa2314d3ecfaf1ba934c,b3ac96d3c219e18d,Afghan Hound,./data/_resized_224\1703.jpg,144.702,137.07619,138.14343,158.88635,41442,False,other,1
C:\Users\alyss\data\archive (1)\images\Images\n02106550-Rottweiler\n02106550_3993.jpg,stanford_dogs,n02106550-Rottweiler,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02106550-Rottweiler\n02106550_3993,False,333,500,RGB,0.666,f0f6ec518824da9a82215355064c68f8,bac8d4859f167878,Rottweiler,./data/_resized_224\14206.jpg,113.61164,118.98248,114.84035,107.01207,30973,False,other,88
C:\Users\alyss\data\archive (1)\images\Images\n02099849-Chesapeake_Bay_retriever\n02099849_2250.jpg,stanford_dogs,n02099849-Chesapeake_Bay_retriever,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02099849-Chesapeake_Bay_retriever\n02099849_2250,False,500,375,RGB,1.3333333333333333,2fc79ec7c6edf79d21b85f50a172eba9,845b596776670c1d,Chesapeake Bay Retriever,./data/_resized_224\10335.jpg,116.24803,132.69379,112.40655,103.64375,28611,False,other,27
C:\Users\alyss\data\archive (1)\images\Images\n02097047-miniature_schnauzer\n02097047_1553.jpg,stanford_dogs,n02097047-miniature_schnauzer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097047-miniature_schnauzer\n02097047_1553,False,500,375,RGB,1.3333333333333333,33cc562f5f90fa912178d97f180d3aa1,d635b1af3d7050c4,Schnauzer,./data/_resized_224\8178.jpg,93.81239,88.04192,110.0598,83.33545,61826,False,other,93
C:\Users\alyss\data\archive (1)\images\Images\n02091032-Italian_greyhound\n02091032_3213.jpg,stanford_dogs,n02091032-Italian_greyhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091032-Italian_greyhound\n02091032_3213,False,500,375,RGB,1.3333333333333333,ee8f432935d04a56b2a225c794b27df5,c950947b33c0f98f,Italian Greyhound,./data/_resized_224\3697.jpg,105.054405,108.605995,103.537025,103.020226,39027,False,other,59
C:\Users\alyss\data\archive (1)\images\Images\n02110806-basenji\n02110806_1382.jpg,stanford_dogs,n02110806-basenji,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110806-basenji\n02110806_1382,False,375,500,RGB,0.75,6939cc7fdc783a4b404d6c8f9be4be1e,8a4ea2dbd336e8c2,Basenji,./data/_resized_224\17126.jpg,131.6296,136.76187,131.91452,126.212395,36040,False,other,7
C:\Users\alyss\data\archive (1)\images\Images\n02098286-West_Highland_white_terrier\n02098286_6148.jpg,stanford_dogs,n02098286-West_Highland_white_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02098286-West_Highland_white_terrier\n02098286_6148,False,375,500,RGB,0.75,7e6aabf9739c571685deb4b6d3364fdf,b03fd1fd8c203719,West Highland White Terrier,./data/_resized_224\9455.jpg,119.72008,137.46048,123.46549,98.23428,33139,False,other,111
C:\Users\alyss\data\archive (1)\images\Images\n02107142-Doberman\n02107142_278.jpg,stanford_dogs,n02107142-Doberman,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107142-Doberman\n02107142_278,False,500,333,RGB,1.5015015015015014,615bd886484ca4f205eb048706d817b9,f1949ecd6630999a,Doberman,./data/_resized_224\14500.jpg,131.04659,159.00063,159.7745,74.364624,39706,False,other,38
C:\Users\alyss\data\archive (1)\images\Images\n02107312-miniature_pinscher\n02107312_5625.jpg,stanford_dogs,n02107312-miniature_pinscher,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107312-miniature_pinscher\n02107312_5625,False,500,375,RGB,1.3333333333333333,3857a4451526e576570ca4be7765a246,b6bbf1c44d5c6860,Miniature Pinscher,./data/_resized_224\14694.jpg,127.93198,125.74846,129.39568,128.65182,39235,False,other,74
C:\Users\alyss\data\archive (1)\images\Images\n02095314-wire-haired_fox_terrier\n02095314_1704.jpg,stanford_dogs,n02095314-wire-haired_fox_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02095314-wire-haired_fox_terrier\n02095314_1704,False,317,500,RGB,0.634,076bc2c8d5f78a6489f6f0bba05d197e,d4fb64c28f348ad4,Wire-Haired Fox Terrier,./data/_resized_224\6673.jpg,96.99777,101.426,96.18239,93.38493,33953,False,other,113
C:\Users\alyss\data\archive (1)\images\Images\n02108000-EntleBucher\n02108000_2675.jpg,stanford_dogs,n02108000-EntleBucher,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108000-EntleBucher\n02108000_2675,False,350,227,RGB,1.5418502202643172,99215ea88ff6c1830e11aa996cc90860,e0b61bcd0dd40bd9,Entlebucher,./data/_resized_224\15404.jpg,115.37223,119.49244,115.549995,111.07427,16564,False,other,42
C:\Users\alyss\data\archive (1)\images\Images\n02107142-Doberman\n02107142_3094.jpg,stanford_dogs,n02107142-Doberman,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107142-Doberman\n02107142_3094,False,300,248,RGB,1.2096774193548387,298073b397dd3aae0bb58036e88393fc,e9cccecb65e49302,Doberman,./data/_resized_224\14504.jpg,140.48375,159.9019,161.93518,99.61414,15320,False,other,38
C:\Users\alyss\data\archive (1)\images\Images\n02085782-Japanese_spaniel\n02085782_186.jpg,stanford_dogs,n02085782-Japanese_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085782-Japanese_spaniel\n02085782_186,False,250,333,RGB,0.7507507507507507,5b891510fc879e4e23678cc8439b4d9b,c8e1339e36250f1f,Japanese Spaniel,./data/_resized_224\194.jpg,98.26733,100.72114,130.59248,63.48836,25304,False,other,60
C:\Users\alyss\data\archive (1)\images\Images\n02091244-Ibizan_hound\n02091244_289.jpg,stanford_dogs,n02091244-Ibizan_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091244-Ibizan_hound\n02091244_289,False,400,272,RGB,1.4705882352941178,18028387df05a6678fd79eab6cab9d68,f2194c67b15c9365,Ibizan Hound,./data/_resized_224\4063.jpg,141.07152,160.36728,151.38904,111.458244,16684,False,other,54
C:\Users\alyss\data\archive (1)\images\Images\n02089867-Walker_hound\n02089867_142.jpg,stanford_dogs,n02089867-Walker_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02089867-Walker_hound\n02089867_142,False,350,263,RGB,1.3307984790874523,404b0c3cd47255e44d0b8633a2bf26ba,921d6dd294bc2dd1,Walker Hound,./data/_resized_224\2819.jpg,72.19515,85.674126,69.45613,61.455208,22684,False,other,108
C:\Users\alyss\data\archive (1)\images\Images\n02106550-Rottweiler\n02106550_1260.jpg,stanford_dogs,n02106550-Rottweiler,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02106550-Rottweiler\n02106550_1260,False,500,400,RGB,1.25,43bd8122e2955562655366a695302877,bcca82ee61967ba0,Rottweiler,./data/_resized_224\14170.jpg,135.04112,149.095,134.15086,121.87748,37046,False,other,88
C:\Users\alyss\data\archive (1)\images\Images\n02110806-basenji\n02110806_5389.jpg,stanford_dogs,n02110806-basenji,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110806-basenji\n02110806_5389,False,400,441,RGB,0.90702947845805,2c4b0d37551248bf9e08db487596bb5a,a869622e99c7c796,Basenji,./data/_resized_224\17281.jpg,154.88875,161.07309,162.27875,141.31444,26830,False,other,7
C:\Users\alyss\data\archive (1)\images\Images\n02108089-boxer\n02108089_1104.jpg,stanford_dogs,n02108089-boxer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108089-boxer\n02108089_1104,False,500,375,RGB,1.3333333333333333,559187da42d76fc8b6342215d2b7cd3a,cb5906667ce02776,Boxer,./data/_resized_224\15511.jpg,91.99534,100.46216,90.90153,84.622345,23534,False,bully-type/look-alike,21
C:\Users\alyss\data\archive (1)\images\Images\n02101388-Brittany_spaniel\n02101388_990.jpg,stanford_dogs,n02101388-Brittany_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02101388-Brittany_spaniel\n02101388_990,False,500,375,RGB,1.3333333333333333,4f2b3151ba2f5c5301fd24f5a300f5e4,c1c1f4ebaf2a2b28,Brittany Spaniel,./data/_resized_224\11380.jpg,126.08799,120.45521,127.081795,130.72696,53133,False,other,24
C:\Users\alyss\data\archive (1)\images\Images\n02110958-pug\n02110958_7255.jpg,stanford_dogs,n02110958-pug,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110958-pug\n02110958_7255,False,500,334,RGB,1.497005988023952,4207b9a85c2385f4e0cca73a1b6cd507,b73c8c7233a34c8d,Pug,./data/_resized_224\17504.jpg,138.83203,158.34908,137.4454,120.70159,20614,False,other,85
C:\Users\alyss\data\archive (1)\images\Images\n02109961-Eskimo_dog\n02109961_3479.jpg,stanford_dogs,n02109961-Eskimo_dog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02109961-Eskimo_dog\n02109961_3479,False,500,376,RGB,1.3297872340425532,8e5bde3af7ddd2dedfa5215817d145ca,9c6e2dcb96257624,Eskimo Dog,./data/_resized_224\16526.jpg,96.24768,114.65311,92.26519,81.824745,32817,False,other,43
C:\Users\alyss\data\archive (1)\images\Images\n02101388-Brittany_spaniel\n02101388_2862.jpg,stanford_dogs,n02101388-Brittany_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02101388-Brittany_spaniel\n02101388_2862,False,203,192,RGB,1.0572916666666667,3a008b5fc8afe0217cde5e9591d8312a,8c44f361eba12776,Brittany Spaniel,./data/_resized_224\11281.jpg,135.38438,151.22026,130.7326,124.20028,12329,False,other,24
C:\Users\alyss\data\archive (1)\images\Images\n02093754-Border_terrier\n02093754_8093.jpg,stanford_dogs,n02093754-Border_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093754-Border_terrier\n02093754_8093,False,500,375,RGB,1.3333333333333333,f91f55c83e18cae3efbe81b1f2a210c6,d90596f465ce98b4,Border Terrier,./data/_resized_224\5774.jpg,136.82578,143.07118,135.65544,131.75066,37166,False,other,17
C:\Users\alyss\data\archive (1)\images\Images\n02101556-clumber\n02101556_4017.jpg,stanford_dogs,n02101556-clumber,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02101556-clumber\n02101556_4017,False,334,500,RGB,0.668,6f2f20e4329f38efd91c6ca5ff6835b6,908fb5b54f7cb210,Clumber,./data/_resized_224\11437.jpg,143.41281,155.80333,145.6093,128.82579,33968,False,other,30
C:\Users\alyss\data\archive (1)\images\Images\n02095889-Sealyham_terrier\n02095889_931.jpg,stanford_dogs,n02095889-Sealyham_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02095889-Sealyham_terrier\n02095889_931,False,500,375,RGB,1.3333333333333333,f0ba4fb1f871ae8301877bd76616a341,8e07d97872533f09,Sealyham Terrier,./data/_resized_224\7190.jpg,140.32921,152.77881,146.04448,122.16433,35127,False,other,96
C:\Users\alyss\data\archive (1)\images\Images\n02097130-giant_schnauzer\n02097130_5281.jpg,stanford_dogs,n02097130-giant_schnauzer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097130-giant_schnauzer\n02097130_5281,False,500,333,RGB,1.5015015015015014,1ebeae60c4dbeadefba7de68443d62cc,f3095cb68ec8b163,Schnauzer,./data/_resized_224\8415.jpg,113.45283,117.18724,124.10602,99.06522,50199,False,other,93
C:\Users\alyss\data\archive (1)\images\Images\n02101388-Brittany_spaniel\n02101388_2324.jpg,stanford_dogs,n02101388-Brittany_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02101388-Brittany_spaniel\n02101388_2324,False,500,375,RGB,1.3333333333333333,7a9cce90abbf2b7e06fa4efbb4d7e95a,ecf253016e7c1595,Brittany Spaniel,./data/_resized_224\11268.jpg,124.173325,134.5028,133.79378,104.22341,48408,False,other,24
C:\Users\alyss\data\archive (1)\images\Images\n02088364-beagle\n02088364_14548.jpg,stanford_dogs,n02088364-beagle,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02088364-beagle\n02088364_14548,False,500,375,RGB,1.3333333333333333,8e2f0f14c6da4979225435215820205b,b394cc3b39ccb226,Beagle,./data/_resized_224\2161.jpg,110.07939,120.20798,133.42334,76.60684,58807,False,other,9
C:\Users\alyss\data\archive (1)\images\Images\n02094114-Norfolk_terrier\n02094114_482.jpg,stanford_dogs,n02094114-Norfolk_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094114-Norfolk_terrier\n02094114_482,False,300,356,RGB,0.8426966292134831,7a988b2020319cf01f6a890710c1c934,9b653d22904dcece,Norfolk Terrier,./data/_resized_224\6275.jpg,127.88478,181.23593,129.80902,72.6094,25372,False,other,76
C:\Users\alyss\data\archive (1)\images\Images\n02086910-papillon\n02086910_3974.jpg,stanford_dogs,n02086910-papillon,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02086910-papillon\n02086910_3974,False,402,500,RGB,0.804,6dae20736babe61851bbd7b322a0d061,b56d4c825bb6ac19,Papillon,./data/_resized_224\1212.jpg,117.48453,123.52686,115.44918,113.477516,25407,False,other,81
C:\Users\alyss\data\archive (1)\images\Images\n02107574-Greater_Swiss_Mountain_dog\n02107574_266.jpg,stanford_dogs,n02107574-Greater_Swiss_Mountain_dog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107574-Greater_Swiss_Mountain_dog\n02107574_266,False,375,500,RGB,0.75,4d4dc4503635c5d9ae1222675ebd2da8,a4f11b0ef8961bc9,Greater Swiss Mountain Dog,./data/_resized_224\14861.jpg,117.019165,105.49284,118.53138,127.03328,43610,False,other,52
C:\Users\alyss\data\archive (1)\images\Images\n02102318-cocker_spaniel\n02102318_14073.jpg,stanford_dogs,n02102318-cocker_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02102318-cocker_spaniel\n02102318_14073,False,500,435,RGB,1.1494252873563218,47ce0d94c2c321fa5f734f37e3b1e890,dfbd60c2e1201d3d,Cocker Spaniel,./data/_resized_224\11894.jpg,122.63252,120.0542,159.46725,88.376114,70632,False,other,31
C:\Users\alyss\data\archive (1)\images\Images\n02088632-bluetick\n02088632_3433.jpg,stanford_dogs,n02088632-bluetick,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02088632-bluetick\n02088632_3433,False,500,375,RGB,1.3333333333333333,ef3591b041b1199cbc1104a285e30487,e83a273599e64f60,Bluetick,./data/_resized_224\2563.jpg,84.32016,82.82999,81.91645,88.21405,32912,False,other,15
C:\Users\alyss\data\archive (1)\images\Images\n02093859-Kerry_blue_terrier\n02093859_1969.jpg,stanford_dogs,n02093859-Kerry_blue_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093859-Kerry_blue_terrier\n02093859_1969,False,200,140,RGB,1.4285714285714286,8769bc73d8d5f3dee7f656eebc13dadf,e906566ba5909773,Kerry Blue Terrier,./data/_resized_224\5831.jpg,126.80775,146.17522,140.95229,93.29575,8260,False,other,63
C:\Users\alyss\data\archive (1)\images\Images\n02089973-English_foxhound\n02089973_3688.jpg,stanford_dogs,n02089973-English_foxhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02089973-English_foxhound\n02089973_3688,False,205,174,RGB,1.1781609195402298,ac02919057456706f1f2ec350e46ee04,a5341b5a6467d2cb,English Foxhound,./data/_resized_224\3072.jpg,133.51639,144.90846,149.4169,106.2238,9141,False,other,39
C:\Users\alyss\data\archive (1)\images\Images\n02110958-pug\n02110958_16217.jpg,stanford_dogs,n02110958-pug,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110958-pug\n02110958_16217,False,500,375,RGB,1.3333333333333333,58bc4af029662da33163f435472264fb,c64b1ba966e69398,Pug,./data/_resized_224\17448.jpg,101.82918,114.61487,99.99987,90.872765,26865,False,other,85
C:\Users\alyss\data\archive (1)\images\Images\n02097209-standard_schnauzer\n02097209_1653.jpg,stanford_dogs,n02097209-standard_schnauzer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097209-standard_schnauzer\n02097209_1653,False,200,192,RGB,1.0416666666666667,170c2d7af093c2149befd5ab611c1e09,f6906b6da1960576,Schnauzer,./data/_resized_224\8490.jpg,119.78433,121.6431,146.64217,91.06773,12216,False,other,93
C:\Users\alyss\data\archive (1)\images\Images\n02093428-American_Staffordshire_terrier\n02093428_592.jpg,stanford_dogs,n02093428-American_Staffordshire_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093428-American_Staffordshire_terrier\n02093428_592,False,500,333,RGB,1.5015015015015014,63518f2f097ac4fd68cc69382cdba36f,9c9ce51c9a736554,American Staffordshire Terrier,./data/_resized_224\5402.jpg,153.37032,171.35649,159.11119,129.64325,48728,False,bully-type/look-alike,4
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_10131.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_10131,False,395,495,RGB,0.797979797979798,4106630caecfade844bcbf461b68c788,cd9de9c363f1a050,Chihuahua,./data/_resized_224\1.jpg,55.976624,71.83492,53.69138,42.40355,34458,False,other,28
C:\Users\alyss\data\archive (1)\images\Images\n02092339-Weimaraner\n02092339_3409.jpg,stanford_dogs,n02092339-Weimaraner,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02092339-Weimaraner\n02092339_3409,False,500,375,RGB,1.3333333333333333,118688034ba771582ad9f93a16a1a8f3,e996ccbb210d9696,Weimaraner,./data/_resized_224\5009.jpg,138.34712,154.71042,133.04657,127.28441,40096,False,other,109
C:\Users\alyss\data\archive (1)\images\Images\n02113978-Mexican_hairless\n02113978_2261.jpg,stanford_dogs,n02113978-Mexican_hairless,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02113978-Mexican_hairless\n02113978_2261,False,216,172,RGB,1.255813953488372,0d3677257d8daa35f59342cb72586aa9,a9c9963665199ab3,Mexican Hairless,./data/_resized_224\19930.jpg,139.87071,139.87701,171.3175,108.41761,11948,False,other,73
C:\Users\alyss\data\archive (1)\images\Images\n02087046-toy_terrier\n02087046_2140.jpg,stanford_dogs,n02087046-toy_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02087046-toy_terrier\n02087046_2140,False,500,375,RGB,1.3333333333333333,edbba0cd78ef0ff1bbdd726e1ee4763b,893758c2afd92596,Toy Terrier,./data/_resized_224\1349.jpg,76.39133,83.82497,74.886215,70.4628,22894,False,other,106
C:\Users\alyss\data\archive (1)\images\Images\n02093256-Staffordshire_bullterrier\n02093256_5134.jpg,stanford_dogs,n02093256-Staffordshire_bullterrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093256-Staffordshire_bullterrier\n02093256_5134,False,380,500,RGB,0.76,2b69cef1bf228b382b3949de22e0f78a,e104bbdbd8c3a691,Staffordshire Bullterrier,./data/_resized_224\5216.jpg,101.18776,115.03512,100.56967,87.9585,65460,False,other,102
C:\Users\alyss\data\archive (1)\images\Images\n02113978-Mexican_hairless\n02113978_272.jpg,stanford_dogs,n02113978-Mexican_hairless,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02113978-Mexican_hairless\n02113978_272,False,500,375,RGB,1.3333333333333333,4af99d2d6a927ee57d72295460048d19,c267a951383e8e4f,Mexican Hairless,./data/_resized_224\19947.jpg,139.20728,143.95111,141.92654,131.74422,39234,False,other,73
C:\Users\alyss\data\archive (1)\images\Images\n02093256-Staffordshire_bullterrier\n02093256_264.jpg,stanford_dogs,n02093256-Staffordshire_bullterrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093256-Staffordshire_bullterrier\n02093256_264,False,500,375,RGB,1.3333333333333333,db84997141208d8145aa9e3debfda7ae,f0619b9e4c58d167,Staffordshire Bullterrier,./data/_resized_224\5163.jpg,137.47147,141.03496,134.05382,137.3256,43193,False,other,102
C:\Users\alyss\data\archive (1)\images\Images\n02105855-Shetland_sheepdog\n02105855_1013.jpg,stanford_dogs,n02105855-Shetland_sheepdog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02105855-Shetland_sheepdog\n02105855_1013,False,500,332,RGB,1.5060240963855422,e6d779d41b42e9cca5f2b804c766c2cc,d364a94bd4a99393,Shetland Sheepdog,./data/_resized_224\13525.jpg,95.80634,96.62367,95.758804,95.036545,100322,False,other,97
C:\Users\alyss\data\archive (1)\images\Images\n02108000-EntleBucher\n02108000_1904.jpg,stanford_dogs,n02108000-EntleBucher,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108000-EntleBucher\n02108000_1904,False,400,300,RGB,1.3333333333333333,dcf7ec1ef6dfe1ab50369cf7f6c254fa,e15c9cebe45499a8,Entlebucher,./data/_resized_224\15356.jpg,83.99063,88.03963,91.35333,72.57893,19442,False,other,42
C:\Users\alyss\data\archive (1)\images\Images\n02098105-soft-coated_wheaten_terrier\n02098105_244.jpg,stanford_dogs,n02098105-soft-coated_wheaten_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02098105-soft-coated_wheaten_terrier\n02098105_244,False,360,270,RGB,1.3333333333333333,a1b8745168ded3db706cd9212a619ee7,a31dd96664da664c,Soft-Coated Wheaten Terrier,./data/_resized_224\9228.jpg,139.04518,144.57878,141.17667,131.38013,16872,False,other,101
C:\Users\alyss\data\archive (1)\images\Images\n02105251-briard\n02105251_6146.jpg,stanford_dogs,n02105251-briard,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02105251-briard\n02105251_6146,False,500,332,RGB,1.5060240963855422,340c6650e9e2f269bab2bdd97f40b24f,9f456ab2153e3558,Briard,./data/_resized_224\12950.jpg,106.49016,120.29768,108.140816,91.03198,37351,False,other,23
C:\Users\alyss\data\archive (1)\images\Images\n02091134-whippet\n02091134_19084.jpg,stanford_dogs,n02091134-whippet,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091134-whippet\n02091134_19084,False,383,500,RGB,0.766,cd949875100c3d267cf04601142acd49,889c37e2f0d64af8,Whippet,./data/_resized_224\3921.jpg,86.60856,90.929,102.860085,66.0366,46775,False,other,112
C:\Users\alyss\data\archive (1)\images\Images\n02106030-collie\n02106030_16279.jpg,stanford_dogs,n02106030-collie,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02106030-collie\n02106030_16279,False,451,500,RGB,0.902,16a80839e05c3ebee79e97be3fa74b74,9b1ae46334d49774,Collie,./data/_resized_224\13753.jpg,105.36013,120.165375,103.912926,92.002106,28436,False,other,32
C:\Users\alyss\data\archive (1)\images\Images\n02086079-Pekinese\n02086079_8204.jpg,stanford_dogs,n02086079-Pekinese,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02086079-Pekinese\n02086079_8204,False,190,200,RGB,0.95,ea7a1f00121f672c3f6ef5f895dfb18a,8a7543633e9cf582,Pekinese,./data/_resized_224\722.jpg,142.68292,167.07507,137.22105,123.752655,7885,False,other,82
C:\Users\alyss\data\archive (1)\images\Images\n02089867-Walker_hound\n02089867_4004.jpg,stanford_dogs,n02089867-Walker_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02089867-Walker_hound\n02089867_4004,False,450,342,RGB,1.3157894736842106,a28e15d2c849c04f58273793739c9412,ac36634d1c1be3f0,Walker Hound,./data/_resized_224\2927.jpg,136.4303,156.3765,146.47443,106.44001,40698,False,other,108
C:\Users\alyss\data\archive (1)\images\Images\n02107683-Bernese_mountain_dog\n02107683_3034.jpg,stanford_dogs,n02107683-Bernese_mountain_dog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107683-Bernese_mountain_dog\n02107683_3034,False,375,500,RGB,0.75,88c245e91251cc9463a2c09d82777b53,a511b6b5e1b689b4,Bernese Mountain Dog,./data/_resized_224\14996.jpg,113.55343,119.545395,129.9255,91.1894,73140,False,other,11
C:\Users\alyss\data\archive (1)\images\Images\n02110806-basenji\n02110806_3966.jpg,stanford_dogs,n02110806-basenji,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110806-basenji\n02110806_3966,False,640,480,RGB,1.3333333333333333,3a56d782aa1032d030101cc9e6002a42,a79738a8c36563d1,Basenji,./data/_resized_224\17207.jpg,127.43862,136.7871,143.70612,101.82264,75065,False,other,7
C:\Users\alyss\data\archive (1)\images\Images\n02097209-standard_schnauzer\n02097209_3534.jpg,stanford_dogs,n02097209-standard_schnauzer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097209-standard_schnauzer\n02097209_3534,False,247,248,RGB,0.995967741935484,794c28efe53a3878c7184cdf354d3c3e,8a4eeaf1d48a65c3,Schnauzer,./data/_resized_224\8559.jpg,122.79729,132.01869,142.77243,93.60075,12868,False,other,93
C:\Users\alyss\data\archive (1)\images\Images\n02091467-Norwegian_elkhound\n02091467_5359.jpg,stanford_dogs,n02091467-Norwegian_elkhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091467-Norwegian_elkhound\n02091467_5359,False,375,500,RGB,0.75,ab53b040f131f3a31431b2ca114e242e,ebc6bc858cb13551,Norwegian Elkhound,./data/_resized_224\4317.jpg,142.65872,142.49406,142.24263,143.23947,26372,False,other,77
C:\Users\alyss\data\archive (1)\images\Images\n02095889-Sealyham_terrier\n02095889_2340.jpg,stanford_dogs,n02095889-Sealyham_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02095889-Sealyham_terrier\n02095889_2340,False,327,323,RGB,1.0123839009287925,6da173a78e28d5a60f19df75bd1d97dc,c34869d43eb63c4b,Sealyham Terrier,./data/_resized_224\7044.jpg,119.24654,122.76948,118.21422,116.7559,16356,False,other,96
C:\Users\alyss\data\archive (1)\images\Images\n02107312-miniature_pinscher\n02107312_5452.jpg,stanford_dogs,n02107312-miniature_pinscher,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107312-miniature_pinscher\n02107312_5452,False,375,500,RGB,0.75,c73c03858961872e641220171da3e447,8e3a6989e95c76c2,Miniature Pinscher,./data/_resized_224\14688.jpg,100.041824,95.18916,106.42626,98.51005,42798,False,other,74
C:\Users\alyss\data\archive (1)\images\Images\n02112137-chow\n02112137_6964.jpg,stanford_dogs,n02112137-chow,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02112137-chow\n02112137_6964,False,500,346,RGB,1.4450867052023122,405b4f295bdedbf488f8d57a26a9d096,fded81898c3f9450,Chow,./data/_resized_224\18726.jpg,101.900955,132.0328,97.7766,75.89345,19696,False,other,29
C:\Users\alyss\data\archive (1)\images\Images\n02107142-Doberman\n02107142_14066.jpg,stanford_dogs,n02107142-Doberman,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107142-Doberman\n02107142_14066,False,333,500,RGB,0.666,f490ffe5fedb602fa3186e5e4799dd8d,d44d236f4fe013c3,Doberman,./data/_resized_224\14456.jpg,52.98912,68.9079,44.847477,45.211987,31374,False,other,38
